Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17233322916,"Jan 31, 2026, 1:17:17 AM",Morning Workout,Workout,,2875,0,146.0,8,false,,,activities/18328986565.fit.gz,,,2875.0,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,146.0,113.0,,,222.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17216292777,"Jan 29, 2026, 12:20:37 PM",Evening Run,Run,Sore tempo,967,3.00,187.0,32,false,,,activities/18311872369.fit.gz,,,967.0,946.0,3003.8,5.25,3.175,13.1,9.2,13.1,19.7,2.7,0.1,,,79.0,76.0,187.0,167.0,,,168.0,,,32.0,,,,,,,,,,,0.0,,0.0,,1.0,3015.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.106,0.0,,,,2392.0,0.0,,,,3.188,,,0.0,0.0,,,,0.0,,,,""
17200818017,"Jan 28, 2026, 12:26:49 AM",Morning Workout,Workout,,3029,0,132.0,7,false,,,activities/18296300584.fit.gz,,,3029.0,3029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,132.0,103.0,,,190.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17169269496,"Jan 25, 2026, 9:18:15 AM",Afternoon Run,Run,,2409,5.41,167.0,34,false,,,activities/18264508306.fit.gz,,,2409.0,2271.0,5409.3,4.84,2.382,12.1,15.4,8.4,17.9,4.5,-0.1,,,80.0,77.0,167.0,150.0,,,330.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,5426.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245,400.4,,,,5774.0,0.0,,,,2.389,,,,,,,,,,,,""
17169261426,"Jan 24, 2026, 2:44:03 AM",Morning Workout,Workout,,2855,0,142.0,7,false,,,activities/18264500218.fit.gz,,,2855.0,2855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,109.0,,,206.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17147688408,"Jan 23, 2026, 9:29:02 AM",Afternoon Run,Run,400 × 6,1094,2.39,195.0,22,false,,,activities/18242756329.fit.gz,,,1094.0,611.0,2398.9,5.3,3.926,2.6,2.6,9.3,12.0,3.4,0.0,,,82.0,79.0,195.0,169.0,,,114.0,,,22.0,,,,,,,,,,,0.0,,0.0,,1.0,2402.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193,0.0,,,,1572.0,0.0,,,,3.931,,,0.0,0.0,,,,,,,,""
17147688393,"Jan 23, 2026, 9:17:54 AM",Afternoon Run,Run,Warmup,577,1.23,148.0,2,false,,,activities/18242756312.fit.gz,,,577.0,506.0,1229.9,3.34,2.431,3.1,9.5,10.2,17.7,3.7,-0.6,,,79.0,77.0,148.0,136.0,,,71.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.132,0.0,,,,1280.0,0.0,,,,2.405,,,0.0,0.0,,,,,,,,""
17124778725,"Jan 21, 2026, 8:50:18 AM",Afternoon Run,Run,,1009,3.00,193.0,34,false,,,activities/18219661460.fit.gz,,,1009.0,882.0,3003.3,5.411,3.405,5.1,4.8,12.0,17.7,3.2,0.0,,,80.0,77.0,193.0,170.0,,,162.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,3011.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.977,433.8,,,,2238.0,0.0,,,,3.414,,,,,,,,,,,,""
17110800273,"Jan 20, 2026, 1:18:17 AM",Morning Workout,Workout,,2672,0,142.0,7,false,,,activities/18205581722.fit.gz,,,2672.0,2672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,109.0,,,189.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17065093867,"Jan 16, 2026, 12:26:22 AM",Morning Run,Run,,1853,4.48,174.0,41,false,,,activities/18159401979.fit.gz,,,1853.0,1806.0,4487.6,4.583,2.485,19.3,20.9,9.3,21.6,23.9,-0.1,,,81.0,76.0,174.0,158.0,,,282.0,,,41.0,,,,,,,,,,,,,0.0,,1.0,4518.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.422,0.0,,,,4576.0,0.0,,,,2.502,,,,,,,,,,,,""
17044184392,"Jan 14, 2026, 12:57:50 AM",Morning Workout,Workout,,3201,0,142.0,8,false,,,activities/18138359859.fit.gz,,,3201.0,3201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,109.0,,,226.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17033517423,"Jan 13, 2026, 11:43:33 AM",Evening Run,Run,400 × 6,1074,2.40,192.0,27,false,,,activities/18127632722.fit.gz,,,1074.0,607.0,2406.7,5.35,3.965,0.0,0.0,9.3,10.2,1.7,0.0,,,112.0,79.0,192.0,175.0,,,119.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,2407.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.241,0.0,,,,1580.0,0.0,,,,3.966,,,0.0,0.0,,,,,,,,""
17033513397,"Jan 13, 2026, 11:32:21 AM",Evening Run,Run,Warmup,547,1.25,162.0,5,false,,,activities/18127628700.fit.gz,,,547.0,547.0,1250.0,2.914,2.285,3.1,9.1,10.2,17.4,7.2,-0.6,,,81.0,77.0,162.0,145.0,,,77.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,1240.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.285,0.0,,,,1408.0,0.0,,,,2.268,,,0.0,0.0,,,,,,,,""
17006877495,"Jan 11, 2026, 12:12:34 AM",Morning Run,Run,,3954,10.00,198.0,143,false,,,activities/18100690895.fit.gz,,,3954.0,3704.0,10006.4,4.45,2.702,26.4,26.3,10.4,18.9,3.3,0.0,,,81.0,76.0,198.0,171.0,,,646.0,,,143.0,,,,,,,,,,,,,0.0,,1.0,10029.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.531,1584.3,,,,9400.0,0.0,,,,2.708,,,,,,,,,,,,""
16985957682,"Jan 9, 2026, 1:28:31 AM",Morning Workout,Workout,,3999,0,147.0,11,false,,,activities/18079540797.fit.gz,,,3999.0,3999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,147.0,113.0,,,299.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16978248216,"Jan 8, 2026, 9:20:34 AM",Afternoon Run,Run,,1842,4.26,170.0,34,false,,,activities/18071807011.fit.gz,,,1842.0,1801.0,4263.1,3.65,2.367,16.2,17.4,9.3,17.8,12.0,-0.1,,,80.0,77.0,170.0,155.0,,,280.0,,,34.0,,,,,,,,,,,,,0.0,,1.0,4278.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.314,0.0,,,,4598.0,0.0,,,,2.375,,,,,,,,,,,,""
16951150744,"Jan 5, 2026, 11:30:35 PM",Morning Run,Run,,3940,10.00,190.0,139,false,,,activities/18044462396.fit.gz,,,3940.0,3814.0,10007.8,3.514,2.624,20.8,25.5,10.1,18.6,3.0,-0.1,,,82.0,77.0,190.0,170.0,,,651.0,,,139.0,,,,,,,,,,,,,0.0,,1.0,10014.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,1678.5,,,,9764.0,0.0,,,,2.626,,,,,,,,,,,,""
16934799456,"Jan 4, 2026, 12:38:33 PM",Evening Run,Run,,1805,4.23,164.0,30,false,,,activities/18027936696.fit.gz,,,1805.0,1801.0,4230.9,3.463,2.349,18.6,18.0,12.9,19.7,8.7,0.1,,,79.0,77.0,164.0,151.0,,,262.0,,,30.0,,,,,,,,,,,,,0.0,,1.0,4250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.344,0.0,,,,4598.0,0.0,,,,2.36,,,,,,,,,,,,""
16908751451,"Jan 2, 2026, 2:34:50 AM",Morning Workout,Workout,,3696,0,152.0,12,false,,,activities/18001582195.fit.gz,,,3696.0,3696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,152.0,119.0,,,307.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16902346151,"Jan 1, 2026, 12:15:21 PM",Evening Run,Run,600 × 5,1184,3.00,195.0,42,false,,,activities/17995061516.fit.gz,,,1184.0,852.0,3005.6,4.96,3.528,0.0,0.0,9.3,10.2,0.8,0.0,,,113.0,77.0,195.0,178.0,,,162.0,,,42.0,,,,,,,,,,,0.0,,0.0,,1.0,3006.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.539,0.0,,,,2154.0,0.0,,,,3.529,,,0.0,,,,,,,,,""
16902346200,"Jan 1, 2026, 12:03:54 PM",Evening Run,Run,Warmup,586,1.34,157.0,5,false,,,activities/17995061404.fit.gz,,,586.0,562.0,1346.4,3.037,2.396,3.1,9.9,10.2,18.0,2.7,-0.6,,,80.0,77.0,157.0,143.0,,,80.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,1332.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.298,0.0,,,,1436.0,0.0,,,,2.37,,,0.0,,,,,,,,,""
16883309445,"Dec 30, 2025, 12:23:37 PM",Evening Run,Run,,1201,3.11,169.0,26,false,,,activities/17975700962.fit.gz,,,1201.0,1196.0,3116.0,3.857,2.605,20.5,25.0,11.0,20.3,11.1,-0.1,,,79.0,77.0,169.0,156.0,,,192.0,,,26.0,,,,,,,,,,,,,0.0,,1.0,3141.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.595,0.0,,,,3056.0,0.0,,,,2.627,,,,,,,,,,,,""
16873290769,"Dec 29, 2025, 1:33:08 AM",Morning Workout,Workout,,4453,0,153.0,13,false,,,activities/17965557668.fit.gz,,,4453.0,4453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,153.0,114.0,,,332.0,,,13.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16853162077,"Dec 27, 2025, 11:18:56 AM",Evening Run,Run,,1593,4.33,187.0,59,false,,,activities/17945039428.fit.gz,,,1593.0,1584.0,4337.3,3.456,2.738,15.8,19.6,9.3,22.0,3.8,-0.1,,,79.0,76.0,187.0,170.0,,,274.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,4345.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.723,0.0,,,,3988.0,0.0,,,,2.744,,,,,,,,,,,,""
16810764885,"Dec 22, 2025, 12:44:11 PM",Evening Run,Run,,1803,3.78,161.0,21,false,,,activities/17901971217.fit.gz,,,1803.0,1803.0,3787.4,2.173,2.101,0.0,0.0,0.0,0.0,0.0,0.0,,,80.0,77.0,161.0,146.0,,,261.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,3787.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.101,0.0,,,,4610.0,0.0,,,,,,,,,,,,,,,,""
16800335230,"Dec 21, 2025, 9:25:37 AM",Afternoon Workout,Workout,,2875,0,134.0,8,false,,,activities/17891415288.fit.gz,,,2875.0,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,134.0,111.0,,,206.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16775888155,"Dec 18, 2025, 9:59:58 AM",Afternoon Run,Run,,700,2.51,197.0,42,false,,,activities/17866581725.fit.gz,,,700.0,700.0,2509.8,5.5,3.585,0.0,0.0,18.5,20.3,0.9,0.0,,,83.0,78.0,197.0,185.0,,,139.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,2511.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.585,0.0,,,,1802.0,0.0,,,,3.588,,,,,,,,,,,,""
16775883363,"Dec 17, 2025, 9:32:16 AM",Afternoon Run,Run,,903,2.00,154.0,7,false,,,activities/17866576993.fit.gz,,,903.0,885.0,2008.9,5.033,2.27,8.8,11.9,11.0,20.1,22.2,-0.1,,,80.0,78.0,154.0,141.0,,,125.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,2040.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.225,0.0,,,,2316.0,0.0,,,,2.306,,,,,,,,,,,,""
16747163009,"Dec 15, 2025, 9:51:03 AM",Afternoon Run,Run,400 × 6,1185,2.40,185.0,22,false,,,activities/17837574045.fit.gz,,,1185.0,650.0,2400.0,4.971,3.692,0.0,0.0,9.3,10.2,0.9,0.0,,,117.0,79.0,185.0,168.0,,,116.0,,,22.0,,,,,,,,,,,0.0,,0.0,,1.0,2399.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.025,0.0,,,,1676.0,0.0,,,,3.692,,,0.0,,,,,,,,,""
16747163011,"Dec 15, 2025, 9:38:37 AM",Afternoon Run,Run,Warmup,611,1.31,152.0,2,false,,,activities/17837574125.fit.gz,,,611.0,593.0,1317.4,3.485,2.222,3.1,10.0,10.2,18.0,3.5,-0.6,,,80.0,78.0,152.0,134.0,,,76.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1303.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.156,0.0,,,,1522.0,0.0,,,,2.198,,,0.0,,,,,,,,,""
16728954357,"Dec 13, 2025, 9:39:06 AM",Afternoon Run,Run,,2409,6.20,181.0,59,false,,,activities/17819096466.fit.gz,,,2409.0,2247.0,6208.0,5.2,2.763,35.1,47.2,9.2,29.5,18.2,-0.2,,,82.0,78.0,181.0,162.0,,,374.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,6285.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.577,185.6,,,,5786.0,0.0,,,,2.797,,,,,,,,,,,,""
16699655691,"Dec 10, 2025, 12:42:26 AM",Morning Run,Run,300 × 8 hills,2293,2.40,189.0,15,false,,,activities/17789415334.fit.gz,,,2293.0,654.0,2403.1,5.34,3.674,64.8,59.3,25.3,37.0,8.5,0.4,,,110.0,79.0,189.0,160.0,,,121.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,2693.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.048,5.7,,,,1694.0,0.0,,,,4.119,,,0.0,,,,,,,,,""
16699655685,"Dec 10, 2025, 12:33:54 AM",Morning Run,Run,Warmup,449,1.00,156.0,4,false,,,activities/17789415330.fit.gz,,,449.0,449.0,1003.5,2.686,2.235,11.5,11.8,25.3,38.0,7.7,0.0,,,80.0,77.0,156.0,144.0,,,61.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,1025.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.235,380.4,,,,1148.0,0.0,,,,2.284,,,0.0,,,,,,,,,""
16690104670,"Dec 9, 2025, 1:31:31 AM",Morning Workout,Workout,,3892,0,142.0,11,false,,,activities/17779758155.fit.gz,,,3892.0,3892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,142.0,111.0,,,273.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16673243285,"Dec 7, 2025, 9:41:03 AM",Afternoon Run,Run,,1228,2.93,168.0,24,false,,,activities/17762632295.fit.gz,,,1228.0,1200.0,2931.2,8.8,2.443,2.3,102.0,10.7,22.0,20.4,-0.2,,,80.0,77.0,168.0,156.0,,,185.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,2951.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.387,0.0,,,,3060.0,0.0,,,,2.46,,,,,,,,,,,,""
16664274086,"Dec 6, 2025, 9:41:14 AM",Afternoon Run,Run,Casual zone 5 run ,1558,5.00,205.0,88,false,,,activities/17753495193.fit.gz,,,1558.0,1558.0,5004.1,4.41,3.212,0.0,197.0,11.7,12.4,0.9,0.0,,,81.0,76.0,205.0,185.0,,,309.0,,,88.0,,,,,,,,,,,0.0,,0.0,,1.0,5005.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.0,,,,3950.0,0.0,,,,3.213,,,0.0,,,,,,,,,""
16644707578,"Dec 4, 2025, 1:46:41 AM",Morning Workout,Workout,,5047,0,148.0,14,false,,,activities/17733609459.fit.gz,,,5047.0,5047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,111.0,,,359.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16626433265,"Dec 2, 2025, 9:15:58 AM",Afternoon Run,Run,,1802,4.05,169.0,38,false,,,activities/17715108844.fit.gz,,,1802.0,1741.0,4052.1,2.917,2.327,7.1,174.0,9.2,22.0,9.4,-0.2,,,84.0,76.0,169.0,157.0,,,278.0,,,38.0,,,,,,,,,,,,,0.0,,1.0,4047.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249,0.0,,,,4542.0,0.0,,,,2.325,,,,,,,,,,,,""
16608579649,"Nov 30, 2025, 10:22:09 AM",Evening Run,Run,,2764,6.00,176.0,66,false,,,activities/17696964524.fit.gz,,,2764.0,2702.0,6008.5,3.042,2.224,15.3,141.0,9.2,18.4,3.7,0.0,,,89.0,77.0,176.0,160.0,,,403.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,6021.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.174,0.0,,,,6872.0,0.0,,,,2.229,,,,,,,,,,,,""
16589346513,"Nov 28, 2025, 8:03:55 AM",Afternoon Workout,Workout,Didnt know stopping for 2 weeks would be this bad,4316,0,143.0,11,false,,,activities/17677339785.fit.gz,,,4316.0,4316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,143.0,107.0,,,287.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16570180245,"Nov 26, 2025, 9:09:15 AM",Afternoon Run,Run,,2433,5.58,179.0,59,false,,,activities/17657843442.fit.gz,,,2433.0,2401.0,5580.9,3.46,2.324,15.8,181.0,9.2,18.1,12.0,0.0,,,115.0,77.0,179.0,160.0,,,373.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,5596.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.294,0.0,,,,6120.0,0.0,,,,2.331,,,,,,,,,,,,""
16523896740,"Nov 21, 2025, 10:00:40 AM",Evening Run,Run,,1803,4.30,166.0,35,false,,,activities/17610888799.fit.gz,,,1803.0,1802.0,4303.5,4.22,2.388,17.7,207.0,9.2,20.2,13.6,0.0,,,79.0,77.0,166.0,154.0,,,275.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,4332.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.387,0.0,,,,4582.0,0.0,,,,2.404,,,,,,,,,,,,""
16483081353,"Nov 17, 2025, 9:58:42 AM",Afternoon Run,Run,,1922,4.24,172.0,33,false,,,activities/17569752778.fit.gz,,,1922.0,1800.0,4248.4,4.443,2.36,14.3,227.0,11.8,19.7,2.8,0.0,,,82.0,78.0,172.0,153.0,,,277.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,4259.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,0.0,,,,4608.0,0.0,,,,2.367,,,,,,,,,,,,""
16462952469,"Nov 15, 2025, 9:43:36 AM",Afternoon Run,Run,400 × 8,2040,3.20,198.0,37,false,,,activities/17549386206.fit.gz,,,2040.0,800.0,3200.8,5.8,4.001,0.0,66.0,9.2,10.9,3.3,0.0,,,82.0,77.0,198.0,177.0,,,153.0,,,37.0,,,,,,,,,,,0.0,,0.0,,1.0,3201.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569,0.0,,,,2054.0,0.0,,,,4.002,,,0.0,,,,,,,,,""
16462952509,"Nov 15, 2025, 9:29:10 AM",Afternoon Run,Run,Warmup,574,1.28,158.0,3,false,,,activities/17549386225.fit.gz,,,574.0,521.0,1279.4,3.333,2.456,3.2,33.0,10.3,17.2,5.0,-0.5,,,79.0,77.0,158.0,137.0,,,74.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,1267.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.229,0.0,,,,1334.0,0.0,,,,2.434,,,0.0,,,,,,,,,""
16445863008,"Nov 13, 2025, 1:20:10 PM",Night Run,Run,,1900,3.88,159.0,16,false,,,activities/17532162406.fit.gz,,,1900.0,1801.0,3885.6,3.19,2.157,13.1,214.0,13.0,19.7,2.8,-0.1,,,80.0,76.0,159.0,141.0,,,238.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,3883.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045,0.0,,,,4550.0,0.0,,,,2.156,,,,,,,,,,,,""
16431352150,"Nov 12, 2025, 12:57:25 AM",Morning Workout,Workout,,5406,0,152.0,18,false,,,activities/17517558868.fit.gz,,,5406.0,5406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,152.0,117.0,,,430.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16393581987,"Nov 8, 2025, 12:51:12 PM",Evening Run,Run,,1830,3.82,148.0,10,false,,,activities/17479473902.fit.gz,,,1830.0,1814.0,3827.7,4.1,2.11,13.0,217.0,13.0,19.7,2.5,-0.1,,,79.0,76.0,148.0,141.0,,,231.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,3826.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.092,0.0,,,,4576.0,0.0,,,,2.109,,,,,,,,,,,,""
16383607572,"Nov 6, 2025, 12:58:02 AM",Morning Workout,Workout,,4159,0,148.0,10,false,,,activities/17469404695.fit.gz,,,4159.0,4159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,148.0,106.0,,,282.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16363463625,"Nov 5, 2025, 1:21:33 PM",Night Run,Run,,2401,4.79,164.0,21,false,,,activities/17449138064.fit.gz,,,2401.0,2333.0,4793.8,3.017,2.055,15.3,179.0,9.2,18.6,10.3,0.0,,,89.0,76.0,164.0,145.0,,,304.0,,,21.0,,,,,,,,,,,,,0.0,,1.0,4812.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.997,0.0,,,,6026.0,0.0,,,,2.063,,,,,,,,,,,,""
16321485466,"Nov 1, 2025, 1:11:44 PM",Night Run,Run,Jialat,703,2.40,196.0,33,false,,,activities/17406583585.fit.gz,,,703.0,700.0,2406.2,5.48,3.437,6.5,114.0,13.1,19.6,2.4,-0.1,,,84.0,76.0,196.0,177.0,,,128.0,,,33.0,,,,,,,,,,,0.0,,0.0,,1.0,2402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.423,0.0,,,,1770.0,0.0,,,,3.431,,,0.0,,,,,,,,,""
16300676682,"Oct 30, 2025, 9:38:54 AM",Afternoon Run,Run,,2404,5.19,166.0,35,false,,,activities/17385535583.fit.gz,,,2404.0,2351.0,5190.4,3.657,2.208,17.2,182.0,9.2,18.0,8.6,0.0,,,94.0,78.0,166.0,149.0,,,336.0,,,35.0,,,,,,,,,,,,,0.0,,1.0,5210.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.159,0.0,,,,6158.0,0.0,,,,2.216,,,,,,,,,,,,""
16288221967,"Oct 29, 2025, 1:04:01 AM",Morning Workout,Workout,,4931,0,154.0,15,false,,,activities/17372963778.fit.gz,,,4931.0,4931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,154.0,114.0,,,371.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16250541642,"Oct 25, 2025, 10:19:24 AM",Evening Run,Run,400 × 6,1326,2.40,188.0,25,false,,,activities/17334871415.fit.gz,,,1326.0,617.0,2403.2,5.38,3.895,0.0,32.0,9.2,10.8,1.9,0.0,,,84.0,79.0,188.0,174.0,,,116.0,,,25.0,,,,,,,,,,,0.0,,0.0,,1.0,2403.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.812,0.0,,,,1598.0,0.0,,,,3.895,,,0.0,,,,,,,,,""
16250541711,"Oct 25, 2025, 10:04:57 AM",Evening Run,Run,Warmup,784,1.63,155.0,4,false,,,activities/17334871414.fit.gz,,,784.0,748.0,1630.7,2.962,2.18,0.0,116.0,10.3,22.0,8.0,-0.7,,,94.0,78.0,155.0,138.0,,,102.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,1617.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,0.0,,,,2024.0,0.0,,,,2.163,,,0.0,,,,,,,,,""
16228302615,"Oct 23, 2025, 1:13:33 AM",Morning Workout,Workout,,4151,0,138.0,9,false,,,activities/17312461389.fit.gz,,,4151.0,4151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,138.0,99.0,,,242.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
